motionType,expectedPointsAdded,yardsGained,bigPlay,successfulPlay
OUT,-0.351771708577871,3,NO,NO
FLY,-5.6128325300524,0,NO,NO
UP,-0.579695099499077,0,NO,NO
FLY,-0.984768569236621,0,NO,NO
FLY,-1.07771394401789,-5,NO,NO
QUICK,0.0877090367721394,7,NO,YES
IN,2.74049947940512,22,YES,YES
OUT,-0.915333381737582,0,NO,NO
ACROSS,0.117654230678454,5,NO,YES
FLY,-1.07975913467817,-1,NO,NO
FLY,2.57681458001025,23,YES,YES
ACROSS,-1.68023563269526,0,NO,NO
FLY,1.02172021265142,16,YES,YES
OUT,-1.31657823571004,0,NO,NO
ACROSS,-0.932452803943306,0,NO,NO
FLY,2.17833737062756,18,YES,YES
FLY,1.41388672252651,11,NO,YES
IN,-0.402760454744566,0,NO,NO
FLY,0.654315239749849,13,NO,YES
FLY,-0.332856290857308,0,NO,NO
IN,-0.73126213636715,-1,NO,NO
UP,0.452639234252274,11,NO,YES
OUT,0.937490955111571,7,NO,YES
FLY,-0.609402663889341,0,NO,NO
ACROSS,-0.230658185377251,0,NO,NO
FLY,0.0796642258064821,5,NO,YES
FLY,-0.698040191084146,0,NO,NO
FLY,0.798650254146196,14,NO,YES
IN,2.58854128653184,5,NO,YES
ACROSS,-0.273366943700239,5,NO,NO
ACROSS,-2.05945714865811,0,NO,NO
FLY,-0.80505659384653,-1,NO,NO
FLY,0.840886294376105,10,NO,YES
OUT,-0.363694391562603,0,NO,NO
FLY,-4.87569107196759,-1,NO,NO
UP,-0.585184257710353,0,NO,NO
UP,-0.605573876295239,2,NO,NO
ACROSS,-0.401165223913267,0,NO,NO
ACROSS,0.898183527344372,10,NO,YES
FLY,-0.367104229517281,6,NO,NO
OUT,-1.54403424076736,0,NO,NO
FLY,2.13249490899034,31,YES,YES
FLY,-0.975444455631077,0,NO,NO
FLY,0.60226914496161,11,NO,YES
FLY,1.60343756712973,5,NO,YES
OUT,-0.452700935595203,6,NO,NO
RETURN,2.07290305744391,13,NO,YES
IN,-1.11933581274934,0,NO,NO
FLY,-3.54395756486338,0,NO,NO
IN,-3.43588522297796,0,NO,NO
FLY,0.0347145737032406,5,NO,YES
IN,1.30373169429367,11,NO,YES
IN,0.636363584781066,7,NO,YES
FLY,0.46181295911083,10,NO,YES
FLY,-0.625494107953273,0,NO,NO
QUICK,-0.5841309344396,2,NO,NO
QUICK,1.00832169892965,8,NO,YES
FLY,0.743661925313063,9,NO,YES
IN,-0.171260038798209,4,NO,NO
RETURN,-4.68348827736918,0,NO,NO
FLY,-0.446879962575622,3,NO,NO
FLY,1.20368278305978,17,YES,YES
FLY,-0.280427295714617,6,NO,NO
QUICK,0.730613097315654,12,NO,YES
ACROSS,-1.73795403225813,0,NO,NO
IN,-0.47441906388849,0,NO,NO
OUT,-0.438086337875575,6,NO,NO
FLY,-0.444127286784351,4,NO,NO
ACROSS,2.71367950929562,17,YES,YES
FLY,0.788682385347784,9,NO,YES
FLY,0.774922380107455,12,NO,YES
FLY,-1.15568244451424,0,NO,NO
FLY,0.635385019064415,1,NO,YES
ACROSS,0.585278731537983,6,NO,YES
RETURN,0.207706762943417,6,NO,YES
IN,-3.11303132027388,0,NO,NO
QUICK,-3.11303132027388,0,NO,NO
OUT,2.71638866898138,6,NO,YES
ACROSS,-0.747353527345695,0,NO,NO
FLY,-0.00965925026684999,15,YES,NO
QUICK,-0.898900821805,0,NO,NO
OUT,-1.45785601204261,0,NO,NO
FLY,-0.507567112799734,0,NO,NO
OUT,1.58470541017596,26,YES,YES
ACROSS,0.673473169561476,11,NO,YES
QUICK,-0.230203716026153,3,NO,NO
IN,0.659442799980752,15,YES,YES
RETURN,-0.353976765298285,2,NO,NO
FLY,2.08468696032651,28,YES,YES
FLY,1.17823767208029,19,YES,YES
QUICK,0.36266892531421,8,NO,YES
IN,-0.675123525317758,0,NO,NO
FLY,-0.675123525317758,0,NO,NO
FLY,-0.121939045842737,5,NO,NO
UP,0.56380925886333,5,NO,YES
RETURN,-0.509440802794416,0,NO,NO
QUICK,0.412352035287768,7,NO,YES
FLY,0.350293868337758,8,NO,YES
IN,0.0652640803018585,4,NO,YES
QUICK,-0.81294407742098,0,NO,NO
IN,-0.620062037720345,0,NO,NO
OUT,3.23829125758493,8,NO,YES
FLY,1.02853552857414,11,NO,YES
FLY,0.80489356641192,13,NO,YES
ACROSS,1.09398509399034,17,YES,YES
FLY,1.09398509399034,17,YES,YES
FLY,0.146409190667327,6,NO,YES
ACROSS,0.146409190667327,6,NO,YES
OUT,2.04634447902208,11,NO,YES
FLY,0.416612399276346,8,NO,YES
FLY,-0.436310048913583,0,NO,NO
FLY,-1.40373535384424,0,NO,NO
FLY,-0.372914159088396,0,NO,NO
FLY,-0.306438415544108,0,NO,NO
FLY,1.41163006285205,22,YES,YES
UP,-0.920262829400599,5,NO,NO
FLY,0.0228778757154942,4,NO,YES
OUT,0.222255662083626,6,NO,YES
FLY,-1.69140597246587,0,NO,NO
FLY,-0.576736610382795,0,NO,NO
ACROSS,-0.63091610808624,5,NO,NO
FLY,2.01547985873185,32,YES,YES
RETURN,0.541102548362687,6,NO,YES
FLY,-0.240465145325288,0,NO,NO
QUICK,-0.0372798021417111,1,NO,NO
TIC,-0.412308285012841,0,NO,NO
IN,-0.677131726872176,0,NO,NO
IN,-1.74419574951753,0,NO,NO
FLY,1.05440208932851,1,NO,YES
FLY,-0.330955486744642,3,NO,NO
FLY,0.47828703885898,6,NO,YES
FLY,1.08637467527296,17,YES,YES
IN,-0.534332515206188,0,NO,NO
FLY,-0.308288203086704,2,NO,NO
FLY,0.989019197179005,9,NO,YES
ACROSS,-0.270010267617181,3,NO,NO
FLY,0.710931887035258,7,NO,YES
RETURN,-1.65001584892161,0,NO,NO
FLY,-0.183556464849971,0,NO,NO
FLY,1.03552229329944,11,NO,YES
FLY,0.796808470506221,8,NO,YES
QUICK,0.805402456084266,9,NO,YES
QUICK,-0.488360092858784,0,NO,NO
FLY,-0.930395449395292,0,NO,NO
FLY,-0.896531213074923,0,NO,NO
ACROSS,1.58455155463889,26,YES,YES
QUICK,2.91147115966305,20,YES,YES
FLY,0.706527526839636,9,NO,YES
FLY,-0.712140288669616,-1,NO,NO
IN,-0.0966194584034383,4,NO,NO
FLY,5.19592597085284,53,YES,YES
FLY,-0.786628234840464,0,NO,NO
RETURN,-1.05720455211122,0,NO,NO
FLY,1.06156611273764,4,NO,YES
UP,-0.392686319770291,0,NO,NO
ACROSS,1.5210870988667,11,NO,YES
QUICK,1.5210870988667,11,NO,YES
OUT,-0.560308837331831,0,NO,NO
FLY,-0.43333298782818,0,NO,NO
QUICK,-0.776984884170815,0,NO,NO
FLY,2.79875544062816,41,YES,YES
FLY,0.129688177141361,5,NO,YES
FLY,-3.31922480382491,0,NO,NO
ACROSS,-3.31922480382491,0,NO,NO
FLY,1.04918128298596,17,YES,YES
OUT,1.36446125723887,19,YES,YES
ACROSS,-5.8269382075523,0,NO,NO
UP,-0.440578221576288,0,NO,NO
QUICK,-0.468152192421257,0,NO,NO
ACROSS,-0.491584518225864,0,NO,NO
ACROSS,-0.437559457030147,5,NO,NO
IN,-0.498589850496501,2,NO,NO
FLY,-0.381133519578725,0,NO,NO
UP,-0.381133519578725,0,NO,NO
FLY,1.6211370016681,20,YES,YES
IN,1.7060156603111,15,YES,YES
QUICK,0.262021933798678,6,NO,YES
ACROSS,-0.270171031355858,4,NO,NO
FLY,-0.270171031355858,4,NO,NO
FLY,0.0259154514642432,4,NO,YES
IN,-1.67273416172247,-5,NO,NO
ACROSS,2.10495406505652,16,YES,YES
FLY,1.50099719304126,18,YES,YES
FLY,0.073451919015497,3,NO,YES
QUICK,-1.48175859707408,-3,NO,NO
ACROSS,-1.48175859707408,-3,NO,NO
QUICK,-1.67328647756949,0,NO,NO
FLY,-0.441749232588336,0,NO,NO
QUICK,0.612004047259688,8,NO,YES
QUICK,-1.59683317597955,0,NO,NO
IN,-0.562474694103003,0,NO,NO
IN,-1.51818280853331,0,NO,NO
QUICK,0.753981862100773,9,NO,YES
QUICK,-1.16292136732955,-2,NO,NO
OUT,-1.038675196236,2,NO,NO
QUICK,-1.038675196236,2,NO,NO
QUICK,-0.848353975219652,0,NO,NO
RETURN,0.925405658781528,14,NO,YES
RETURN,0.807924322551116,9,NO,YES
OUT,-0.375829692929983,0,NO,NO
ACROSS,-0.375829692929983,0,NO,NO
IN,-1.02236590429675,-1,NO,NO
RETURN,-0.372602334013209,0,NO,NO
ACROSS,-0.89685012830887,0,NO,NO
FLY,0.735955012496561,8,NO,YES
QUICK,2.23726803099271,23,YES,YES
FLY,-1.05836047837511,0,NO,NO
FLY,0.433928086888045,8,NO,YES
FLY,2.51837576646358,24,YES,YES
RETURN,-0.532115765963681,0,NO,NO
QUICK,-0.579887707601301,5,NO,NO
IN,-1.96900254057255,0,NO,NO
QUICK,0.860662496997975,9,NO,YES
RETURN,6.13548496365547,67,YES,YES
QUICK,6.13548496365547,67,YES,YES
RETURN,-0.464904449414462,0,NO,NO
QUICK,-0.441617246775422,0,NO,NO
QUICK,-0.441617246775422,0,NO,NO
FLY,-0.441617246775422,0,NO,NO
FLY,-0.264450656133704,4,NO,NO
OUT,-0.484324677148834,0,NO,NO
QUICK,-0.541429025353864,1,NO,NO
QUICK,2.98449046211317,23,YES,YES
QUICK,-0.911103146150708,0,NO,NO
FLY,-0.757644188124686,1,NO,NO
FLY,-1.21059003309347,-2,NO,NO
IN,-0.187639367301017,8,NO,NO
FLY,1.29396795155481,11,NO,YES
OUT,0.148048503790051,6,NO,YES
OUT,2.35291518073063,13,NO,YES
UP,2.11174904252402,10,NO,YES
FLY,0.522013888927177,11,NO,YES
ACROSS,0.24750320869498,8,NO,YES
FLY,1.14299537031911,11,NO,YES
OUT,0.199305312242359,6,NO,YES
FLY,-0.322983014746569,0,NO,NO
FLY,-2.93987424764782,0,NO,NO
ACROSS,-0.969855301547796,0,NO,NO
ACROSS,2.76146927941591,14,NO,YES
FLY,0.806362039176747,9,NO,YES
RETURN,0.737306453287601,12,NO,YES
ACROSS,2.11022824642714,9,NO,YES
FLY,2.11022824642714,9,NO,YES
OUT,-1.40887628495693,0,NO,NO
RETURN,-0.0773770752130076,4,NO,NO
FLY,0.980560786789283,15,YES,YES
FLY,-0.959152781171724,0,NO,NO
FLY,-0.0908154533244669,7,NO,NO
UP,0.825677641900256,15,YES,YES
QUICK,0.825677641900256,15,YES,YES
QUICK,-0.583650024142116,0,NO,NO
QUICK,-0.83828387921676,0,NO,NO
FLY,0.564217268954962,7,NO,YES
FLY,1.01800592121435,18,YES,YES
FLY,-0.173381944419816,5,NO,NO
ACROSS,5.8969806227833,57,YES,YES
FLY,-0.373550863238052,6,NO,NO
OUT,1.99700614577159,20,YES,YES
ACROSS,-0.492217479972169,0,NO,NO
FLY,-0.244220283813775,4,NO,NO
FLY,0.126118591870181,7,NO,YES
OUT,0.715417618455831,7,NO,YES
ACROSS,-0.291015275986865,3,NO,NO
FLY,-0.602271807612851,0,NO,NO
RETURN,-0.602271807612851,0,NO,NO
FLY,-0.19079111982137,6,NO,NO
OUT,-10.1272846029606,0,NO,NO
RETURN,-0.071916417684406,7,NO,NO
ACROSS,3.14885948004667,13,NO,YES
QUICK,-0.611090197693557,-1,NO,NO
FLY,-0.0445469391997904,0,NO,NO
FLY,2.0123628959991,16,YES,YES
FLY,0.861789266113192,12,NO,YES
ACROSS,0.0323687877971679,4,NO,YES
QUICK,-0.0986238236073405,5,NO,NO
FLY,0.721199937164783,4,NO,YES
FLY,-0.477782674133778,0,NO,NO
IN,2.38585094595328,13,NO,YES
IN,2.38585094595328,13,NO,YES
OUT,-0.41908886260353,1,NO,NO
FLY,1.39311374607496,13,NO,YES
FLY,0.354830386815593,7,NO,YES
IN,-0.540947005618364,0,NO,NO
ACROSS,0.487353067554068,8,NO,YES
FLY,0.562845610547811,11,NO,YES
OUT,-0.197104554623365,0,NO,NO
UP,-0.197104554623365,0,NO,NO
FLY,-0.729688381077722,0,NO,NO
FLY,1.25682372343726,6,NO,YES
QUICK,1.45404359704116,7,NO,YES
OUT,0.19332055025734,8,NO,YES
FLY,0.8874951985199,2,NO,YES
OUT,0.902945474837907,7,NO,YES
OUT,-0.573859538184479,0,NO,NO
OUT,-0.573859538184479,0,NO,NO
OUT,1.18755728262477,16,YES,YES
IN,1.01636781054549,15,YES,YES
QUICK,0.514721312560141,8,NO,YES
OUT,-0.493691902374849,0,NO,NO
FLY,-0.982949204510078,0,NO,NO
IN,2.60594189155381,19,YES,YES
FLY,-0.369895276380703,0,NO,NO
FLY,-1.29766243952326,0,NO,NO
FLY,1.19886931288056,9,NO,YES
FLY,2.02198418881744,25,YES,YES
QUICK,2.0324483285076,16,YES,YES
QUICK,2.36430122074671,10,NO,YES
FLY,1.47784622677136,9,NO,YES
FLY,0.500699374591932,5,NO,YES
QUICK,2.67319169687107,22,YES,YES
ACROSS,0.0110118151642382,6,NO,YES
QUICK,0.0110118151642382,6,NO,YES
QUICK,-0.41080279299058,3,NO,NO
FLY,-5.15150515706046,0,NO,NO
OUT,0.713237953139469,13,NO,YES
FLY,0.39071367343422,2,NO,YES
TIC,0.186843967298046,7,NO,YES
FLY,-1.43969747895608,0,NO,NO
QUICK,0.185348042403348,9,NO,YES
FLY,0.46490630984772,8,NO,YES
QUICK,-1.13888773450162,0,NO,NO
FLY,-1.58818927488755,0,NO,NO
FLY,0.966286787646823,13,NO,YES
FLY,0.0117733736988157,5,NO,YES
RETURN,-0.480121299158782,0,NO,NO
IN,0.0438361696433276,6,NO,YES
FLY,1.01659726107027,7,NO,YES
ACROSS,0.619446458644234,10,NO,YES
FLY,1.97986309148837,15,YES,YES
IN,0.138876569166314,7,NO,YES
FLY,0.355459539801814,8,NO,YES
IN,0.455763161182404,7,NO,YES
ACROSS,2.85726404329762,25,YES,YES
ACROSS,-0.32112083589891,2,NO,NO
FLY,-0.0600566347129643,4,NO,NO
ACROSS,1.66100341081619,22,YES,YES
ACROSS,0.834128925576806,11,NO,YES
OUT,0.234026988968253,6,NO,YES
FLY,0.55431451741606,10,NO,YES
OUT,-1.59022799134254,0,NO,NO
ACROSS,0.105787929147482,8,NO,YES
FLY,1.09124289941974,8,NO,YES
RETURN,-0.519390888977796,0,NO,NO
UP,0.345042212982662,6,NO,YES
FLY,0.633132813032717,11,NO,YES
OUT,-0.0852025238564238,5,NO,NO
ACROSS,0.0226982748135924,5,NO,YES
FLY,0.717514995776583,6,NO,YES
IN,1.63340287655592,14,NO,YES
FLY,0.896027551498264,9,NO,YES
ACROSS,0.308217446901836,8,NO,YES
IN,1.70389864034951,6,NO,YES
OUT,-0.763168024364859,6,NO,NO
ACROSS,1.19125447305851,5,NO,YES
IN,-0.364591137389652,0,NO,NO
QUICK,-0.620191877009347,0,NO,NO
ACROSS,-0.811571793165058,6,NO,NO
RETURN,-0.52762177400291,5,NO,NO
IN,-0.844373553292826,0,NO,NO
IN,2.63212292292155,20,YES,YES
IN,2.42287521826802,28,YES,YES
FLY,1.16653344436781,2,NO,YES
ACROSS,-0.435576100833714,3,NO,NO
QUICK,2.61977301375009,26,YES,YES
QUICK,-0.254088943591341,3,NO,NO
FLY,-0.441091460292228,2,NO,NO
OUT,-0.745790603687055,0,NO,NO
FLY,-1.48576503852382,0,NO,NO
OUT,1.29222232138272,24,YES,YES
UP,-0.424862407613546,0,NO,NO
QUICK,1.84346937644295,26,YES,YES
FLY,-0.108115308452398,5,NO,NO
FLY,-0.269191265106201,0,NO,NO
ACROSS,1.19861900887918,16,YES,YES
FLY,-0.72630556311924,-1,NO,NO
FLY,2.31346221314743,2,NO,YES
ACROSS,2.31346221314743,2,NO,YES
QUICK,1.24681370588951,18,YES,YES
FLY,0.966667451430112,14,NO,YES
FLY,4.87071633763844,22,YES,YES
OUT,-0.0633559492998756,6,NO,NO
FLY,2.78141503379447,5,NO,YES
FLY,-0.15008717821911,5,NO,NO
ACROSS,2.63123611512128,26,YES,YES
FLY,0.9919008287834,15,YES,YES
FLY,0.148008960182779,6,NO,YES
IN,1.12463176745223,8,NO,YES
FLY,-0.0353667057352141,11,NO,NO
QUICK,0.156407064001542,5,NO,YES
ACROSS,0.041310902684927,5,NO,YES
QUICK,-1.02890120400116,0,NO,NO
QUICK,-0.65495084784925,0,NO,NO
QUICK,-8.63070594938472,0,NO,NO
OUT,2.75595463579521,24,YES,YES
FLY,1.57754987152293,26,YES,YES
IN,-0.392106880026404,-1,NO,NO
QUICK,1.24773813446518,4,NO,YES
OUT,-0.532997798058204,5,NO,NO
ACROSS,1.07815627800301,14,NO,YES
QUICK,-0.562297937343828,0,NO,NO
RETURN,-0.562297937343828,0,NO,NO
OUT,0.254542280687019,7,NO,YES
FLY,-0.599208161234856,5,NO,NO
ACROSS,0.182773395092227,7,NO,YES
FLY,-0.383863669121638,0,NO,NO
ACROSS,0.547443493502215,9,NO,YES
ACROSS,-1.36071520810947,0,NO,NO
FLY,1.49955978244543,15,YES,YES
QUICK,-0.239198419032618,3,NO,NO
QUICK,-0.527988171670586,0,NO,NO
QUICK,1.69726879097288,8,NO,YES
ACROSS,-1.64604065567255,0,NO,NO
IN,1.92073366721161,18,YES,YES
QUICK,0.620754286181182,9,NO,YES
OUT,0.620754286181182,9,NO,YES
QUICK,0.620754286181182,9,NO,YES
QUICK,0.640940138255246,12,NO,YES
ACROSS,1.22594940278213,13,NO,YES
FLY,-0.271925266308244,0,NO,NO
IN,2.70213615545072,18,YES,YES
OUT,-1.38684875401668,-3,NO,NO
FLY,2.22032174980268,9,NO,YES
IN,-1.44950372260064,0,NO,NO
ACROSS,-1.50737957470119,0,NO,NO
ACROSS,-0.475713422521949,0,NO,NO
ACROSS,-0.525000252062455,0,NO,NO
OUT,-0.330482405028306,2,NO,NO
QUICK,1.36707346874755,7,NO,YES
IN,-0.826933643780649,0,NO,NO
IN,0.0445868028327823,6,NO,YES
UP,1.43824456690345,23,YES,YES
IN,1.33935686293989,19,YES,YES
FLY,-0.256343232933432,2,NO,NO
IN,-1.0741942905006,0,NO,NO
OUT,-0.508610032964498,0,NO,NO
QUICK,-0.508610032964498,0,NO,NO
FLY,0.630554625182413,4,NO,YES
FLY,-0.196630013058893,3,NO,NO
RETURN,-0.196630013058893,3,NO,NO
OUT,-1.10723283048719,0,NO,NO
ACROSS,-5.56204444076866,0,NO,NO
FLY,1.71737600339111,18,YES,YES
ACROSS,-0.20404322212562,4,NO,NO
ACROSS,-1.50251428596675,1,NO,NO
UP,-1.50251428596675,1,NO,NO
IN,-4.24779701395892,0,NO,NO
QUICK,-0.0126396548002958,3,NO,NO
RETURN,-0.899646658683196,-1,NO,NO
FLY,-0.569803941529244,0,NO,NO
UP,-0.393512344453484,7,NO,NO
FLY,1.62910709530115,7,NO,YES
FLY,1.43774779734667,22,YES,YES
ACROSS,-0.493012258550152,0,NO,NO
QUICK,-0.493012258550152,0,NO,NO
FLY,-0.581012464361265,4,NO,NO
RETURN,-0.581012464361265,4,NO,NO
FLY,0.151530956267379,6,NO,YES
FLY,1.07123514579143,15,YES,YES
ACROSS,1.07123514579143,15,YES,YES
FLY,-0.509233710123226,1,NO,NO
OUT,-0.577564116101712,4,NO,NO
QUICK,1.32778592198156,25,YES,YES
QUICK,1.32778592198156,25,YES,YES
QUICK,1.32778592198156,25,YES,YES
FLY,1.10769279359374,16,YES,YES
IN,-0.865319261909463,-5,NO,NO
FLY,2.03412480076076,22,YES,YES
UP,0.353657256520819,6,NO,YES
UP,1.87524718302302,9,NO,YES
OUT,-0.826132246991619,0,NO,NO
ACROSS,-0.196168811293319,3,NO,NO
FLY,-0.52087855222635,0,NO,NO
FLY,-2.74630220042309,0,NO,NO
FLY,1.54609261243604,6,NO,YES
FLY,0.949126474908553,15,YES,YES
RETURN,-0.966108056716621,0,NO,NO
IN,-1.52183718699962,0,NO,NO
OUT,-1.52183718699962,0,NO,NO
ACROSS,2.8662177947117,32,YES,YES
FLY,2.8662177947117,32,YES,YES
FLY,0.787689234362915,13,NO,YES
FLY,1.68397842755076,30,YES,YES
IN,0.0305422069504857,4,NO,YES
FLY,-1.64523898530751,0,NO,NO
FLY,0.414290132233873,6,NO,YES
ACROSS,-1.43606780876871,0,NO,NO
FLY,1.65095382719301,9,NO,YES
FLY,-3.68222988781054,20,YES,NO
FLY,2.18843857129104,28,YES,YES
RETURN,0.478777128679212,8,NO,YES
RETURN,-0.158265308476985,1,NO,NO
OUT,1.22712329030037,17,YES,YES
ACROSS,6.05853711732198,81,YES,YES
RETURN,2.672300752718,34,YES,YES
OUT,1.32590088131838,15,YES,YES
FLY,-0.450375995249487,0,NO,NO
FLY,-1.97271093353629,0,NO,NO
OUT,-0.103917991160415,6,NO,NO
RETURN,0.438224152429029,9,NO,YES
OUT,1.49482241435908,11,NO,YES
FLY,0.484172733675223,12,NO,YES
ACROSS,3.349856307148,24,YES,YES
ACROSS,-1.14101698063314,0,NO,NO
FLY,3.54169966559857,31,YES,YES
FLY,-0.809486919315532,2,NO,NO
OUT,-0.205045596230775,3,NO,NO
FLY,1.65170861920342,23,YES,YES
FLY,-0.740847735665739,0,NO,NO
ACROSS,2.5429117011372,33,YES,YES
ACROSS,2.59002196433721,10,NO,YES
IN,-0.447192889638245,0,NO,NO
UP,-0.447192889638245,0,NO,NO
FLY,-0.621271833311766,0,NO,NO
FLY,2.1947601318825,15,YES,YES
FLY,1.00612875964725,11,NO,YES
IN,-0.731428016850259,0,NO,NO
RETURN,0.0697157037211582,5,NO,YES
FLY,-1.24820460705087,-2,NO,NO
OUT,-1.07933070231229,0,NO,NO
FLY,-1.10869024274871,0,NO,NO
OUT,0.0192212616093457,5,NO,YES
FLY,3.14126621815376,30,YES,YES
OUT,0.516017659509089,6,NO,YES
FLY,0.367339498945512,7,NO,YES
IN,-1.85129558190238,0,NO,NO
FLY,-0.428147895028815,2,NO,NO
QUICK,-0.751737362181302,0,NO,NO
RETURN,0.0335534093901515,7,NO,YES
FLY,-2.7764103661757,0,NO,NO
IN,0.10964242531918,6,NO,YES
FLY,-5.91701703279978,0,NO,NO
FLY,0.648700871737674,1,NO,YES
ACROSS,-0.446655891602859,0,NO,NO
FLY,2.44572499766946,18,YES,YES
FLY,-0.436758267460391,0,NO,NO
IN,2.0019544896204,13,NO,YES
UP,0.930049051239621,4,NO,YES
FLY,-0.587006130255759,0,NO,NO
QUICK,1.32273708377033,10,NO,YES
UP,1.32026104908437,20,YES,YES
QUICK,2.27043916040566,21,YES,YES
UP,0.682292638346553,2,NO,YES
ACROSS,-1.25284346449189,0,NO,NO
QUICK,0.984893348591868,14,NO,YES
FLY,-0.360952643677592,0,NO,NO
RETURN,-1.1900386326015,0,NO,NO
RETURN,-1.09913553204387,0,NO,NO
FLY,-1.2829870171845,-4,NO,NO
FLY,-0.247157089062966,4,NO,NO
FLY,1.59707655687816,23,YES,YES
ACROSS,-0.000523754395544529,6,NO,NO
QUICK,-0.0381005639210343,5,NO,NO
UP,0.529614071361721,10,NO,YES
QUICK,-0.223649099702016,7,NO,NO
OUT,-4.1572822384187,0,NO,NO
FLY,-0.114052293589339,4,NO,NO
FLY,1.55135717929807,20,YES,YES
OUT,0.837289523798972,13,NO,YES
FLY,1.90751567459665,25,YES,YES
OUT,0.978752643801272,20,YES,YES
FLY,-0.901225660927594,0,NO,NO
OUT,2.47275781759527,20,YES,YES
OUT,-0.67731107090367,0,NO,NO
OUT,2.10000527981902,22,YES,YES
FLY,-0.520345853292383,1,NO,NO
FLY,-1.53747986117378,0,NO,NO
UP,1.44801628007554,15,YES,YES
UP,-0.405176732223481,0,NO,NO
FLY,-0.405176732223481,0,NO,NO
IN,-1.62120467843488,0,NO,NO
UP,-1.11585212964565,-8,NO,NO
ACROSS,-0.882069362793118,0,NO,NO
ACROSS,-4.58609741088003,0,NO,NO
IN,0.918140268768184,3,NO,YES
FLY,-0.390482188551687,0,NO,NO
ACROSS,0.431383724091575,7,NO,YES
RETURN,-0.456828739494085,0,NO,NO
OUT,-0.939072720007971,0,NO,NO
QUICK,0.501191434916109,10,NO,YES
FLY,-1.09445659769699,0,NO,NO
UP,0.273485258221626,12,NO,YES
RETURN,0.900081177707762,15,YES,YES
IN,-2.58553609834053,-5,NO,NO
FLY,-4.2408996024169,0,NO,NO
UP,-0.944224073318765,1,NO,NO
FLY,-0.421743643702939,0,NO,NO
IN,1.80794647056609,10,NO,YES
IN,0.980262776371092,14,NO,YES
FLY,-0.893718326231465,0,NO,NO
IN,-0.614710202091374,0,NO,NO
IN,-1.48843766748905,0,NO,NO
FLY,2.91978590132203,41,YES,YES
ACROSS,0.431488759815693,8,NO,YES
IN,1.12650835304521,11,NO,YES
ACROSS,-0.516104444395751,0,NO,NO
FLY,1.37369785795454,6,NO,YES
FLY,0.91232603933895,3,NO,YES
ACROSS,-0.596720877336338,0,NO,NO
FLY,-0.154410422954243,-1,NO,NO
QUICK,0.640012511052191,10,NO,YES
RETURN,0.640012511052191,10,NO,YES
OUT,-0.201500249560922,0,NO,NO
QUICK,1.52405353158247,26,YES,YES
FLY,1.19181048870087,20,YES,YES
UP,-0.367621112847701,0,NO,NO
FLY,-0.367621112847701,0,NO,NO
UP,0.777174278977327,11,NO,YES
FLY,0.777174278977327,11,NO,YES
OUT,0.135750469285995,7,NO,YES
ACROSS,-1.55946763895918,0,NO,NO
ACROSS,0.588800165336579,9,NO,YES
ACROSS,-0.902524565113708,0,NO,NO
ACROSS,2.83895380422473,21,YES,YES
FLY,-2.73468059091829,0,NO,NO
IN,-0.197891600895673,2,NO,NO
IN,1.36778151337057,18,YES,YES
ACROSS,-0.403823201195337,0,NO,NO
IN,2.03641300392337,17,YES,YES
FLY,2.03641300392337,17,YES,YES
OUT,-0.203748693224043,5,NO,NO
IN,-0.389250221662223,0,NO,NO
FLY,-0.389250221662223,0,NO,NO
UP,1.25459085288458,16,YES,YES
FLY,0.993314008170273,19,YES,YES
ACROSS,-0.368187505169772,0,NO,NO
FLY,-0.368187505169772,0,NO,NO
ACROSS,0.618280509195756,6,NO,YES
UP,0.651181377237663,8,NO,YES
FLY,0.651181377237663,8,NO,YES
IN,-1.31154411705211,2,NO,NO
FLY,-0.982476046308875,0,NO,NO
QUICK,1.42640742333606,16,YES,YES
ACROSS,4.24125367676606,64,YES,YES
QUICK,4.24125367676606,64,YES,YES
OUT,-1.90071716991952,0,NO,NO
ACROSS,-1.90071716991952,0,NO,NO
FLY,3.40981106995605,23,YES,YES
ACROSS,0.0868748124339618,2,NO,YES
UP,-0.594760685809888,0,NO,NO
FLY,-0.594760685809888,0,NO,NO
ACROSS,-0.109461797401309,3,NO,NO
ACROSS,-0.355427519592922,0,NO,NO
FLY,-0.355427519592922,0,NO,NO
UP,3.1023819897091,36,YES,YES
QUICK,2.12405000079889,2,NO,YES
FLY,0.589490229380317,10,NO,YES
OUT,-0.36052813421702,0,NO,NO
RETURN,0.186384936794639,12,NO,YES
IN,-0.573581561911851,2,NO,NO
FLY,-1.4182781544514,-7,NO,NO
FLY,0.839489569887519,14,NO,YES
FLY,0.54441861086525,7,NO,YES
QUICK,0.407599474303424,4,NO,YES
FLY,1.46101374935824,5,NO,YES
IN,-0.241942067339551,0,NO,NO
UP,-0.484372058417648,0,NO,NO
FLY,-0.774059946765192,2,NO,NO
IN,2.09506111172959,18,YES,YES
ACROSS,0.859267766820267,14,NO,YES
FLY,-0.272381180664524,2,NO,NO
FLY,1.2713639230933,1,NO,YES
RETURN,1.45156326470897,15,YES,YES
QUICK,1.45156326470897,15,YES,YES
IN,-0.470238823851105,0,NO,NO
FLY,0.699112576432526,10,NO,YES
FLY,-0.941530459560454,0,NO,NO
FLY,1.44021144037833,13,NO,YES
FLY,-1.10335431905696,0,NO,NO
